Prono_001.JPG	2134	720	2557	699	2685	632	3112	2125	2233	2189	1248	2231	1377	694	1637	746
Prono_002.JPG	2054	757	2496	766	2656	720	3047	2188	2111	2251	1143	2251	1354	763	1574	791
Prono_003.JPG	2068	620	2525	612	2685	594	3064	2034	2128	2111	1151	2111	1354	652	1580	649
Prono_004.JPG	2079	480	2528	497	2702	443	3107	1968	2122	2019	1074	1985	1340	455	1571	514
Prono_005.JPG	2159	683	2602	686	2742	632	3064	2137	2159	2162	1198	2141	1443	632	1668	683
Prono_006.JPG	1977	600	2431	592	2568	526	2907	1965	2034	2051	1083	2019	1246	560	1468	614
Prono_007.JPG	2179	620	2645	643	2785	600	3076	2071	2189	2102	1211	2045	1437	580	1637	634
Prono_008.JPG	2148	397	2648	389	2742	355	3164	1814	2251	1908	1291	1914	1428	429	1622	457
Prono_009.JPG	2184	709	2628	688	2733	632	3090	2096	2216	2096	1294	2116	1525	643	1685	700
Prono_010.JPG	2091	617	2557	647	2702	620	3030	2148	2085	2168	1088	2136	1314	603	1571	643
Prono_011.JPG	2105	260	2562	266	2730	200	3139	1825	2162	1884	1068	1862	1257	218	1554	280
Prono_012.JPG	2205	560	2636	583	2776	546	3104	2002	2202	2014	1243	1965	1517	523	1725	569
Prono_013.JPG	2124	640	2547	647	2733	606	3104	2082	2216	2154	1226	2142	1371	654	1647	672
Prono_014.JPG	2205	740	2641	744	2852	677	3053	2116	2169	2148	1220	2019	1562	605	1714	689
Prono_015.JPG	2110	581	2534	568	2742	504	3073	2049	2096	2098	1115	2031	1420	492	1571	557
Prono_016.JPG	2202	709	2639	740	2807	720	3064	2165	2125	2142	1171	2048	1514	643	1759	692
Prono_017.JPG	2145	740	2562	754	2745	717	3016	2191	2091	2208	1083	2111	1360	663	1662	714
Prono_018.JPG	2162	840	2571	830	2750	752	3010	2273	2154	2298	1217	2231	1445	734	1734	820
Prono_019.JPG	2095	713	2539	729	2746	676	2965	2234	2005	2237	1017	2116	1368	592	1516	651
Prono_020.JPG	2127	475	2539	483	2722	449	3047	1999	2140	2027	1128	1965	1365	432	1608	480
Prono_021.JPG	2045	489	2587	494	2762	443	3076	2136	2031	2151	937	2108	1226	429	1508	492
Prono_022.JPG	2094	606	2642	634	2753	597	3082	2139	2088	2185	1031	2108	1354	583	1517	626
Prono_023.JPG	2105	514	2507	509	2696	483	3033	1928	2142	1977	1191	1937	1380	477	1615	530
Prono_024.JPG	2071	724	2533	674	2696	586	3086	2074	2147	2198	1146	2222	1323	672	1485	743
Prono_025.JPG	2162	677	2577	612	2705	521	3113	2024	2216	2128	1231	2116	1417	586	1671	672
Prono_026.JPG	2039	789	2457	731	2608	649	3010	2088	2188	2214	1305	2259	1354	763	1571	817
Prono_027.JPG	1988	495	2413	489	2605	432	2982	1954	2019	1999	1034	1979	1271	480	1498	516
Prono_028.JPG	2168	609	2619	632	2765	586	3044	2031	2094	2076	1143	1974	1474	554	1680	606
Prono_029.JPG	2224	629	2673	620	2802	577	3051	1989	2208	2034	1305	1974	1531	557	1759	612
Prono_030.JPG	2188	634	2697	661	2776	637	3005	2202	2056	2182	1040	2014	1450	519	1555	559
Prono_031.JPG	2059	687	2613	700	2745	657	3022	2214	2048	2251	1020	2171	1331	623	1505	677
Prono_032.JPG	2179	637	2568	629	2655	570	3119	2036	2288	2154	1320	2139	1443	629	1688	680
Prono_033.JPG	2014	409	2609	408	2677	384	3050	2005	2082	2031	1008	2031	1246	412	1320	427
Prono_034.JPG	2119	826	2548	800	2688	749	3053	2154	2194	2242	1240	2219	1431	806	1640	843
Prono_035.JPG	2068	634	2573	654	2730	592	3005	2199	2014	2211	991	2119	1334	540	1562	617
Prono_036.JPG	2039	745	2499	737	2610	700	2962	2214	2028	2222	1031	2161	1351	669	1565	717
Prono_037.JPG	2111	703	2654	682	2765	632	3122	2262	2108	2339	1066	2285	1351	640	1560	703
Prono_038.JPG	2142	672	2571	649	2708	572	3073	2119	2145	2196	1131	2136	1391	586	1705	669
Prono_039.JPG	2031	831	2536	793	2693	717	3102	2302	2094	2391	1028	2382	1271	769	1470	833
Prono_040.JPG	2002	674	2422	692	2588	637	2939	2045	2014	2099	1026	2036	1340	640	1547	686
Prono_041.JPG	1997	632	2493	637	2625	594	2893	2096	1968	2111	1023	2054	1308	560	1520	623
Prono_042.JPG	1939	603	2414	592	2545	523	2990	2071	1991	2165	931	2145	1177	563	1394	621
Prono_043.JPG	2128	466	2616	475	2736	429	3073	1948	2128	1971	1097	1925	1386	409	1602	466
Prono_044.JPG	2136	400	2593	400	2779	349	3099	1874	2168	1911	1186	1874	1443	355	1660	409
Prono_045.JPG	2268	592	2722	615	2862	583	3116	1999	2248	2048	1328	1977	1589	563	1771	597
Prono_046.JPG	2176	480	2630	495	2776	443	3144	2011	2214	2019	1197	2014	1451	457	1702	506
Prono_047.JPG	2174	717	2551	730	2719	697	2985	2056	2185	2148	1311	2059	1471	712	1708	740
Prono_048.JPG	2068	623	2539	609	2668	543	3042	2079	2071	2145	1017	2065	1365	523	1588	597
Prono_049.JPG	2194	694	2688	700	2827	637	3142	2179	2179	2216	1140	2156	1434	612	1665	692
Prono_050.JPG	2078	674	2545	640	2690	586	3144	2034	2211	2176	1228	2199	1368	697	1622	723
Prono_051.JPG	2076	686	2553	694	2733	672	3144	2108	2182	2174	1183	2214	1366	756	1585	752
Prono_052.JPG	2168	432	2565	415	2745	343	3153	1811	2251	1911	1263	1914	1428	380	1691	443
Prono_053.JPG	2176	563	2697	603	2785	580	3070	2025	2151	2031	1171	1954	1451	534	1582	569
Prono_054.JPG	2202	386	2625	423	2770	397	3024	1868	2136	1848	1211	1754	1483	315	1677	369
Prono_055.JPG	2079	552	2611	606	2785	606	3011	2164	2016	2079	999	2068	1345	532	1577	560
Prono_056.JPG	2119	546	2562	586	2693	540	2959	1965	2048	2008	1086	1891	1420	466	1636	520
Prono_057.JPG	2048	417	2565	437	2687	417	3024	1908	2065	1971	1051	1919	1280	420	1480	455
Prono_058.JPG	2114	583	2536	597	2759	577	3033	1999	2096	2028	1148	1962	1486	564	1705	592
Prono_059.JPG	2082	155	2596	132	2776	80	3104	1640	2116	1691	1100	1685	1300	106	1565	160
Prono_060.JPG	2094	700	2573	666	2708	600	3102	2131	2142	2205	1106	2174	1365	629	1602	692
Prono_061.JPG	2199	600	2680	620	2842	572	3084	2142	2159	2094	1191	2076	1495	523	1694	589
Prono_062.JPG	2108	495	2622	466	2779	395	3116	2014	2119	2102	1080	2048	1320	403	1562	483
