x   y   x_origin    y_origin
100	100	2457	599
100	100	2396	666
100	100	2425	512
100	100	2428	397
100	100	2502	586
100	100	2331	492
100	100	2545	543
100	100	2548	289
100	100	2528	588
100	100	2457	547
100	100	2462	166
100	100	2536	483
100	100	2447	547
100	100	2541	644
100	100	2434	468
100	100	2539	640
100	100	2462	654
100	100	2471	730
100	100	2439	629
100	100	2439	383
100	100	2487	394
100	100	2542	534
100	100	2407	409
100	100	2433	574
100	100	2477	512
100	100	2357	631
100	100	2313	389
100	100	2519	532
100	100	2573	520
100	100	2597	561
100	100	2513	600
100	100	2468	529
100	100	2509	308
100	100	2448	700
100	100	2473	554
100	100	2399	637
100	100	2554	582
100	100	2471	549
100	100	2436	693
100	100	2322	592
100	100	2393	537
100	100	2314	492
100	100	2516	375
100	100	2493	300
100	100	2622	515
100	100	2530	395
100	100	2451	630
100	100	2439	509
100	100	2588	600
100	100	2445	540
100	100	2453	594
100	100	2465	315
100	100	2597	503
100	100	2525	323
100	100	2511	506
100	100	2462	486
100	100	2465	337
100	100	2436	497
100	100	2496	32
100	100	2473	566
100	100	2580	520
100	100	2522	366
100	100	2554	479
100	100	2465	474
100	100	2565	452
100	100	2393	486
100	100	2470	312
100	100	2433	457
100	100	2479	472
100	100	2528	469
100	100	2419	443
100	100	2453	566
100	100	2619	377
100	100	2599	469
100	100	2639	469
100	100	2456	506
100	100	2314	289
100	100	2499	780
100	100	2523	391
100	100	2562	375
100	100	2513	477
100	100	2513	492
100	100	2590	329
100	100	2462	150
100	100	2601	369
100	100	2349	391
100	100	2493	292
100	100	2445	320
100	100	2424	364
100	100	2576	329
100	100	2396	120
100	100	2588	369
100	100	2445	346
100	100	2368	244
100	100	2456	477
100	100	2565	414
100	100	2525	223
100	100	2573	369
100	100	2328	355
100	100	2510	363
100	100	2513	512
100	100	2465	152
100	100	2480	231
100	100	2280	396
100	100	2559	314
100	100	2379	423
100	100	2633	494
100	100	2502	315
100	100	2459	369
100	100	2502	603
100	100	2465	386
100	100	2321	350
100	100	2362	295
100	100	2483	319
100	100	2530	657
100	100	2491	436
100	100	2525	363
100	100	2510	457
100	100	2543	363
100	100	2491	716
100	100	2525	708
100	100	2463	411
100	100	2583	633
100	100	2447	601
100	100	2530	487
100	100	2481	264
100	100	2463	372
100	100	2510	341
100	100	2437	417
100	100	2530	305
100	100	2489	365
100	100	2426	339
100	100	2618	474
100	100	2445	370
100	100	2494	282
100	100	2442	417
100	100	2574	555
100	100	2432	500
100	100	2504	490
100	100	2543	622
100	100	2372	391
100	100	2600	646
100	100	2551	376
100	100	2517	341
100	100	2605	516
100	100	2489	438
100	100	2562	460
100	100	2419	638
100	100	2403	383
100	100	2522	609
100	100	2481	482
100	100	2520	388
100	100	2307	267
100	100	2647	290
100	100	2502	318
100	100	2478	360
100	100	2502	359
100	100	2440	352
100	100	2481	518
100	100	2595	560
100	100	2577	360
100	100	2421	601
100	100	2478	233
100	100	2460	531
100	100	2432	308
100	100	2499	157
100	100	2434	280
100	100	2476	215
100	100	2398	246
100	100	2343	95
100	100	2442	256
100	100	2387	391
100	100	2426	466
100	100	2551	594
100	100	2561	344
100	100	2600	209
100	100	2455	539
100	100	2555	178
100	100	2463	242
100	100	2353	387
100	100	2494	422
100	100	2455	394
100	100	2377	459
100	100	2354	316
100	100	2504	328
100	100	2419	175
100	100	2419	727
100	100	2429	299
100	100	2489	362
100	100	2502	180
100	100	2450	299
100	100	2587	276
100	100	2494	419
100	100	2507	299
100	100	2507	450
100	100	2460	227
100	100	2442	305
100	100	2323	395
100	100	2494	393
100	100	2364	333
100	100	2489	307
100	100	2478	292
100	100	2422	346
100	100	2183	478
100	100	2595	450
100	100	2486	566
100	100	2393	613
100	100	2553	559
100	100	2566	426
100	100	2493	464
100	100	2486	279
100	100	2393	491
100	100	2390	522
100	100	2463	527
100	100	2505	97
100	100	2398	367
100	100	2331	386
100	100	2497	313
100	100	2580	645
100	100	2555	310
100	100	2433	266
100	100	2567	323
100	100	2433	450
100	100	2454	122
100	100	2363	367
100	100	2435	588
100	100	2396	526
100	100	2451	554
100	100	2454	414
100	100	2503	648
100	100	2534	705
100	100	2467	457
100	100	2469	476
100	100	2505	461
100	100	2433	321
100	100	2529	404
100	100	2562	412
100	100	2399	500
100	100	2420	534
100	100	2490	474
100	100	2578	546
100	100	2570	219
100	100	2391	191
100	100	2443	251
100	100	2482	178
100	100	2544	300
100	100	2492	409
100	100	2586	321
100	100	2464	461
100	100	2474	482
100	100	2469	562
100	100	2535	495
100	100	2466	438
100	100	2547	318
100	100	2443	479
100	100	2391	235
100	100	2474	419
100	100	2530	470
100	100	2479	606
100	100	2456	572
100	100	2544	476
100	100	2549	495
100	100	2422	367
100	100	2446	578
100	100	2440	287
100	100	2534	240
100	100	2490	414
100	100	2519	373
100	100	2516	552
100	100	2251	645
100	100	2399	201
100	100	2521	147
100	100	2557	456
100	100	2474	399
100	100	2443	339
100	100	2446	759
100	100	2321	326
100	100	2464	495
100	100	2479	614
100	100	2415	365
100	100	2389	458
100	100	2378	469
100	100	2409	578
100	100	2513	404
100	100	2658	321
100	100	2459	562
100	100	2503	409
100	100	2394	445
100	100	2482	531
100	100	2526	583
100	100	2510	528
100	100	2614	510
100	100	2524	635
